,apical,cell_soma_location,dendrite_type,disease_state,specimen_id,name,reconstruction_type,reporter_status,species,structure_area_abbrev,structure_area_id,structure_layer_name,transgenic_line,average_bifurcation_angle_local,average_bifurcation_angle_remote,average_contraction,average_diameter,average_fragmentation,average_parent_daughter_ratio,hausdorff_dimension,id,max_branch_order,max_path_distance,neuron_reconstruction_type,number_bifurcations,number_branches,number_nodes,number_stems,number_tips,overall_depth,overall_height,overall_width,scale_factor_x,scale_factor_y,scale_factor_z,soma_surface,superseded,tags,total_length,total_surface,total_volume
1105,truncated,"[70.0, 260.0, 108.0]",spiny,epilepsy,528613096,H16.06.009.01.01.08.04,,,Homo Sapiens,MTG,12141,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1106,intact,"[8798.81020596473, 1191.93113086929, 3392.11787356903]",spiny,,558675895,Tlx3-Cre_PL56;Ai14-281779.06.02.01,,positive,Mus musculus,VISp,385,5,Tlx3-Cre_PL56,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1107,intact,"[8640.57620175548, 979.783439889772, 8061.50008840715]",spiny,,521938313,Cux2-CreERT2;Ai14(BT)-246762.04.01.01,dendrite-only,positive,Mus musculus,VISp,385,4,Cux2-CreERT2,75.59484572066691,,0.8813913625835029,0.39269996942991203,45.23684210526321,0.917135218915928,,543105241.0,6.0,412.849153039047,dendrite-only,19.0,46.0,1886.0,8.0,27.0,71.68,434.52181427484396,231.013889470578,0.1144,0.1144,0.28,204.885760932873,False,3D Neuron Reconstruction morphology,2177.32054274932,2672.58150401983,294.172941710417
1108,NA,"[8730.0, 887.37119477308, 3514.90613941683]",aspiny,,485287282,Sst-IRES-Cre;Ai14-203492.04.02.01,,positive,Mus musculus,VISp,385,4,Sst-IRES-Cre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1109,intact,"[8743.63158797051, 1090.04437012765, 3370.35354381851]",spiny,,479722622,Rbp4-Cre_KL100;Ai14-196624.04.01.01,,positive,Mus musculus,VISp,385,5,Rbp4-Cre_KL100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1110,NA,"[8751.17689266526, 963.60850000261, 2973.47670603911]",aspiny,,487155664,Htr3a-Cre_NO152;Ai14-209867.04.02.01,,positive,Mus musculus,VISp,385,2/3,Htr3a-Cre_NO152,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1111,NA,"[9764.03950384558, 1380.8466665589, 8597.55981858994]",aspiny,,439024551,Htr3a-Cre_NO152;Ai14-177968.02.01.01,,positive,Mus musculus,VISp,385,2/3,Htr3a-Cre_NO152,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112,NA,"[8801.07095919692, 992.536627911255, 3949.17651939092]",sparsely spiny,,593646579,Vip-IRES-Cre;Ai14-324783.04.02.01,,positive,Mus musculus,VISp,385,5,Vip-IRES-Cre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1113,NA,"[66.0, 220.0, 105.0]",sparsely spiny,tumor,596036453,H17.06.009.11.04.04,full,,Homo Sapiens,MTG,12141,1,,83.84915329471991,,0.778596346082101,0.470796056935442,36.875,0.996097892196345,,614429153.0,7.0,188.828374057929,full,24.0,53.0,1806.0,5.0,29.0,119.1456,128.859231027568,222.375095034777,0.1144,0.1144,0.28,399.03818335244796,False,3D Neuron Reconstruction morphology,2232.9350233339896,3311.5745568865004,391.774375264526
1114,intact,"[8617.64837926384, 1069.7215752361, 3283.45066458332]",spiny,,569730838,Chrna2-Cre_OE25;Ai14(IVSCC)-298913.04.02.01,,positive,Mus musculus,VISp,385,4,Chrna2-Cre_OE25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1115,truncated,"[72.0, 263.0, 103.0]",spiny,epilepsy,571527806,H17.06.005.12.16.03,full,,Homo Sapiens,MTG,12141,5,,78.47630039999659,,0.9086272596552929,0.517908408093003,77.19736842105259,1.0,,606347962.0,8.0,374.49849418350095,full,38.0,83.0,6064.0,7.0,45.0,114.5827,618.590663383851,431.70849369826203,0.1144,0.1144,0.28,498.666363428188,False,3D Neuron Reconstruction morphology,6975.45965927265,11357.130671281799,1571.2861276551998
1116,truncated,"[67.0, 256.0, 110.0]",spiny,epilepsy,527922515,H16.06.008.01.30.03,,,Homo Sapiens,MTG,12141,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1117,NA,"[8503.00926680567, 782.854205197908, 3719.52346585672]",aspiny,,562003142,Chat-IRES-Cre-neo;Ai14-287662.04.02.01,full,positive,Mus musculus,VISp,385,4,Chat-IRES-Cre-neo,69.4945005092409,,0.9023155507870029,0.5880134228276429,43.21428571428571,0.992678664983045,,614444566.0,9.0,514.1334129801301,full,28.0,58.0,2572.0,2.0,30.0,44.198,637.728802863695,256.493864968218,0.1144,0.1144,0.28,466.59663639205996,False,3D Neuron Reconstruction morphology,2953.73331985341,5473.120309205,876.189386627937
1118,truncated,"[9232.93879826812, 1355.4917400853, 8683.66752007906]",spiny,,467357834,Rorb-IRES2-Cre-D;Ai14-176686.04.01.01,,positive,Mus musculus,VISp,385,4,Rorb-IRES2-Cre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1119,truncated,"[322.0, 246.0, 94.0]",spiny,epilepsy,542137330,H16.03.008.11.11.02,full,,Homo Sapiens,MTG,12141,4,,67.3562815522937,,0.8245094758955671,0.6332399110129471,117.166666666667,0.919826665604247,,601947643.0,10.0,887.35445872181,full,21.0,47.0,5220.0,5.0,26.0,146.72,1010.00911003473,582.678686975604,0.1144,0.1144,0.28,583.187559808738,False,3D Neuron Reconstruction morphology,6358.61831635775,12858.6036525025,2356.0920700782103
1120,NA,"[8136.16410693952, 1222.89751767168, 2868.29042505433]",aspiny,,475517157,Sst-IRES-Cre;Ai14-184927.05.02.01,,positive,Mus musculus,VISp,385,5,Sst-IRES-Cre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1121,truncated,"[317.0, 266.0, 93.0]",spiny,epilepsy,613445682,H17.03.009.11.11.08,,,Homo Sapiens,MTG,12141,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1122,truncated,"[8920.65782667511, 1678.87491889225, 8599.60091662215]",spiny,,562731565,Esr2-IRES2-Cre;Ai14-291919.04.01.01,,positive,Mus musculus,VISp,385,6a,Esr2-IRES2-Cre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1123,intact,"[9852.34360855275, 2254.77684523785, 1988.14618161033]",spiny,,502647640,Rorb-IRES2-Cre-D;Ai14-230822.05.02.01,,positive,Mus musculus,VISpl,425,5,Rorb-IRES2-Cre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1124,truncated,"[9914.21732381451, 1861.96286661943, 2685.71021108587]",spiny,,510702304,Rorb-IRES2-Cre-D;Ai14-237625.04.02.01,,positive,Mus musculus,VISp,385,5,Rorb-IRES2-Cre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1125,NA,"[8220.40679067457, 328.337203095312, 4187.79174221062]",aspiny,,593312584,Gad2-IRES-Cre;Ai14-324791.03.01.01,full,positive,Mus musculus,VISpm,533,1,Gad2-IRES-Cre,84.291766236987,,0.8391834805659799,0.481154234926423,47.2727272727273,0.9732504905166779,,647493963.0,4.0,195.583268868981,full,11.0,25.0,1101.0,3.0,14.0,99.3879,219.076428697456,218.78460525070702,0.1144,0.1144,0.28,348.243642923498,False,3D Neuron Reconstruction morphology,1265.2787750761,1908.2040822811898,229.072625074983
1126,NA,"[8900.0, 720.082788971512, 7397.89746217406]",aspiny,,560690291,Vip-IRES-Cre;Ai14(IVSCC)-285658.04.01.01,,positive,Mus musculus,VISp,385,4,Vip-IRES-Cre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1127,intact,"[8663.50402424712, 1294.05301720161, 8691.42624246134]",spiny,,517647182,Scnn1a-Tg2-Cre;Ai14-245347.05.01.01,dendrite-only,positive,Mus musculus,VISp,385,4,Scnn1a-Tg2-Cre,69.16398856018621,,0.848266547448942,0.5507629762951729,44.125,0.9525054435985121,,537047525.0,5.0,218.193952222514,dendrite-only,28.0,59.0,2504.0,3.0,31.0,74.1527,124.38160277353201,258.522384918708,0.1144,0.1144,0.28,668.878729765029,False,3D Neuron Reconstruction morphology,2877.01126301298,4975.30337760745,765.664967860039
1128,truncated,"[85.0, 271.0, 103.0]",spiny,epilepsy,520623958,H16.03.002.01.03.02,,,Homo Sapiens,MTG,12141,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1129,NA,"[8207.72369097788, 1004.42477975092, 8300.18712007085]",aspiny,,341459814,Pvalb-IRES-Cre;Ai14-178310.05.01.01,,positive,Mus musculus,VISp,385,4,Pvalb-IRES-Cre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1130,intact,"[9537.26622703719, 2516.8427270314, 9774.79305137513]",spiny,,506226516,Scnn1a-Tg3-Cre;Ai14-234357.03.01.01,,positive,Mus musculus,VISpor,312782628,4,Scnn1a-Tg3-Cre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1131,NA,"[9000.0, 1185.30046172885, 7678.14353773405]",aspiny,,564409183,Ndnf-IRES2-dgCre;Ai14-292672.04.01.01,,positive,Mus musculus,VISp,385,6a,Ndnf-IRES2-dgCre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1132,intact,"[9584.92737759398, 2058.59823260423, 2771.30923586872]",spiny,,509885554,Ctgf-2A-dgCre;Ai14(IVSCC)-237291.03.02.01,,negative,Mus musculus,VISp,385,6a,Ctgf-T2A-dgCre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1133,NA,"[9186.33811157311, 735.181214816093, 8013.26449048882]",aspiny,,565723357,Ndnf-IRES2-dgCre;Ai14-294019.03.01.01,,positive,Mus musculus,VISp,385,2/3,Ndnf-IRES2-dgCre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1134,NA,"[8800.0, 1062.22279529678, 8368.54642503604]",aspiny,,574067499,Pvalb-IRES-Cre;Ai14-301947.03.01.01,full,positive,Mus musculus,VISp,385,4,Pvalb-IRES-Cre,80.8732150492533,,0.863155006129062,0.280545050149443,46.6315789473684,0.994892141775413,,614432193.0,4.0,218.18864414567003,full,19.0,45.0,1876.0,7.0,26.0,79.5245,273.74852621608,213.02407744133,0.1144,0.1144,0.28,135.155268607605,False,3D Neuron Reconstruction morphology,2206.1708219105103,1940.73747539807,142.83791670704701
1135,intact,"[8603.82952788547, 1118.24196246777, 2920.5795478027]",spiny,,422738880,Nr5a1-Cre;Ai14-178521.04.02.01,dendrite-only,positive,Mus musculus,VISp,385,4,Nr5a1-Cre,70.1994674409817,,0.9020081127665369,0.323490914245255,41.4791666666667,0.906530978625654,,492100683.0,5.0,338.105089357793,dendrite-only,24.0,53.0,2117.0,5.0,29.0,97.053,390.889241611918,276.098178210167,0.1144,0.1144,0.28,392.597304062829,False,3D Neuron Reconstruction morphology,2520.25099212963,2562.1373677519396,217.302118811378
1136,intact,"[9750.82924331422, 2150.43311910513, 8394.95415001001]",spiny,,502667140,Ctgf-2A-dgCre;Ai14(IVSCC)-230664.04.01.01,,positive,Mus musculus,VISp,385,6a,Ctgf-T2A-dgCre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1137,NA,"[8602.86686038434, 1516.53682739467, 8729.63250185239]",aspiny,,324256803,Sst-IRES-Cre;Ai14-173191.05.01.01,,positive,Mus musculus,VISp,385,5,Sst-IRES-Cre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1138,NA,"[9363.39617874845, 1471.24701849224, 8561.93506276346]",aspiny,,318543876,Pvalb-IRES-Cre;Ai14-169130.03.01.01,,positive,Mus musculus,VISp,385,4,Pvalb-IRES-Cre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1139,intact,"[72.0, 257.0, 90.0]",spiny,epilepsy,571691416,H17.06.006.11.09.04,full,,Homo Sapiens,MTG,12141,3,,67.66199371758991,,0.902506586857359,0.7574655962490401,77.7227722772277,0.942600763308271,,591274508.0,14.0,1185.50649754609,full,51.0,110.0,7998.0,8.0,59.0,123.3089,1297.16195990138,490.337148790506,0.1144,0.1144,0.28,876.7443608019561,False,3D Neuron Reconstruction morphology,9336.91998213674,22232.3948577001,5100.3604658992
1140,NA,"[8860.13330470803, 1245.08178916113, 3393.49701035979]",aspiny,,478412623,Sst-IRES-Cre;Ai14-192340.04.02.01,,positive,Mus musculus,VISp,385,5,Sst-IRES-Cre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1141,intact,"[7990.00000000002, 1661.05694030882, 8637.95700163295]",spiny,,501845152,Ctgf-2A-dgCre;Ai14(IVSCC)-229236.06.01.01,dendrite-only,negative,Mus musculus,VISrl,417,6a,Ctgf-T2A-dgCre,79.64256753716771,,0.864104909970527,0.5856230894376071,48.04761904761911,0.9649181570971601,,519263589.0,11.0,549.470838240404,dendrite-only,21.0,49.0,2213.0,7.0,28.0,59.2598,555.308733101911,272.01249953634203,0.1144,0.1144,0.28,316.730329460041,False,3D Neuron Reconstruction morphology,2550.42816701794,4690.11106531073,763.1757218346839
1142,NA,"[8150.0, 951.548013757923, 7837.36335802398]",aspiny,,561532710,Htr3a-Cre_NO152;Ai14-286736.05.01.01,full,positive,Mus musculus,VISp,385,5,Htr3a-Cre_NO152,78.0669752022192,,0.9099879733474929,0.49993097338162695,40.7894736842105,1.0,,596793143.0,7.0,531.286964632856,full,29.0,62.0,2715.0,4.0,33.0,67.6906,684.736221163159,338.937145900392,0.1144,0.1144,0.28,431.230002297162,False,3D Neuron Reconstruction morphology,3167.43908231636,4966.596823285539,624.628250566161
1143,truncated,"[9396.04120170065, 1671.99347082317, 2404.43780432598]",spiny,,476129135,Scnn1a-Tg3-Cre;Ai14-187849.03.02.01,,positive,Mus musculus,VISp,385,4,Scnn1a-Tg3-Cre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1144,NA,"[67.0, 256.0, 110.0]",aspiny,epilepsy,528002420,H16.06.008.01.22.01,,,Homo Sapiens,MTG,12141,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1145,NA,"[8749.0, 943.473087764744, 7734.47073873835]",aspiny,,569720969,Pvalb-IRES-Cre;Ai14-299135.04.01.01,,positive,Mus musculus,VISp,385,5,Pvalb-IRES-Cre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1146,truncated,"[9213.77176404635, 1285.83187268841, 3163.07432759662]",spiny,,479015224,Rorb-IRES2-Cre-D;Ai14-194011.03.02.01,,positive,Mus musculus,VISp,385,5,Rorb-IRES2-Cre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1147,NA,"[9100.0, 1736.32338345446, 8821.92073562368]",aspiny,,486352114,Sst-IRES-Cre;Ai14-206589.03.01.01,,positive,Mus musculus,VISp,385,5,Sst-IRES-Cre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1148,intact,"[8900.0, 1561.84459677753, 8265.48736363253]",spiny,,490612150,Rorb-IRES2-Cre-D;Ai14-215991.01.01.01,,positive,Mus musculus,VISp,385,6a,Rorb-IRES2-Cre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1149,NA,"[8750.0, 1711.69289047818, 1694.65812162706]",aspiny,,568757860,Vip-IRES-Cre;Ai14-296357.03.02.01,,positive,Mus musculus,VISli,312782574,2/3,Vip-IRES-Cre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1150,truncated,"[8487.32781114794, 1153.43513574642, 3393.29229590128]",spiny,,480169278,Rorb-IRES2-Cre-D;Ai14-197353.05.02.01,,negative,Mus musculus,VISp,385,5,Rorb-IRES2-Cre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151,intact,"[8184.42334763037, 1206.45334314195, 8785.66047042888]",spiny,,476455864,Nr5a1-Cre;Ai14-187779.04.01.01,dendrite-only,positive,Mus musculus,VISp,385,4,Nr5a1-Cre,69.430377367494,,0.91142196861586,0.294111955141908,44.34615384615379,0.890534845109463,,491771365.0,7.0,377.78769991904295,dendrite-only,26.0,59.0,2419.0,7.0,33.0,77.0247,483.317691118022,231.541524220108,0.1144,0.1144,0.28,290.032415072464,False,3D Neuron Reconstruction morphology,2800.2235422385697,2587.98890673471,202.665686287537
1152,NA,"[8700.0, 1297.97457573012, 8153.08118859994]",aspiny,,583145374,Chrna2-Cre_OE25;Ai14(IVSCC)-312986.05.01.01,,positive,Mus musculus,VISp,385,5,Chrna2-Cre_OE25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1153,truncated,"[8900.0, 1697.6264280097, 8316.03399562554]",spiny,,575299891,Ndnf-IRES2-dgCre;Ai14-306262.03.01.01,,positive,Mus musculus,VISp,385,6b,Ndnf-IRES2-dgCre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1154,intact,"[8852.47805876846, 1115.20690621736, 3853.98729194669]",spiny,,488687894,Ntsr1-Cre;Ai14-212351.04.02.01,dendrite-only,positive,Mus musculus,VISp,385,6a,Ntsr1-Cre_GN220,82.0826596352091,,0.868983954803881,0.303671795046505,40.0384615384615,0.8365230520483721,,541514700.0,16.0,513.5449851203759,dendrite-only,26.0,58.0,2368.0,6.0,32.0,127.5355,527.715537348627,192.15730641131802,0.1144,0.1144,0.28,227.04236962249,False,3D Neuron Reconstruction morphology,2774.42214074531,2651.98852859184,227.410310198349
1155,intact,"[72.0, 257.0, 90.0]",spiny,epilepsy,571735073,H17.06.006.11.09.08,full,,Homo Sapiens,MTG,12141,3,,74.5690527611861,,0.89256707592307,0.5644070968765811,92.02307692307691,0.974234011499248,,675799126.0,18.0,1157.22532909285,full,65.0,139.0,12338.0,9.0,74.0,145.9102,1250.75659832541,614.912206582809,0.1144,0.1144,0.28,1163.32915496805,False,3D Neuron Reconstruction morphology,14488.0334544797,25687.712064879703,3912.66758223367
1156,intact,"[9680.27233000914, 2305.83873698156, 2656.37068481217]",spiny,,515464483,Ctgf-2A-dgCre;Ai14(IVSCC)-244244.04.02.01,dendrite-only,positive,Mus musculus,VISp,385,6b,Ctgf-T2A-dgCre,77.78535544308741,,0.8764133733311421,0.3837352809142511,68.2222222222222,0.852120178458818,,541532394.0,4.0,370.790644316984,dendrite-only,9.0,26.0,1413.0,8.0,17.0,75.04,384.588041688974,322.216903094301,0.1144,0.1144,0.28,436.781980264105,False,3D Neuron Reconstruction morphology,1657.3460325730402,1986.0248478128601,252.776012057601
1157,NA,"[325.0, 257.0, 102.0]",aspiny,epilepsy,508381644,H16.06.004.01.09.02,,,Homo Sapiens,MTG,12141,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1158,intact,"[9496.65807545507, 1502.27165586904, 8414.87752883803]",spiny,,562999984,Tlx3-Cre_PL56;Ai14-290603.05.01.01,,positive,Mus musculus,VISp,385,5,Tlx3-Cre_PL56,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159,NA,"[9088.30784322412, 895.315354556622, 3073.08559381301]",aspiny,,614777438,Vipr2-IRES2-Cre;Pvalb-T2A-FlpO;Ai65-344474.02.02.01,full,positive,Mus musculus,VISp,385,2/3,Pvalb-T2A-FlpO|Vipr2-IRES2-Cre,89.0421993443853,,0.8616214418075592,0.223349733901485,61.6315789473684,1.0,,648742933.0,4.0,241.68915315800498,full,19.0,43.0,2425.0,5.0,24.0,88.0804,263.080232471817,285.866996119675,0.1144,0.1144,0.28,141.754764409097,False,3D Neuron Reconstruction morphology,2785.65791470642,1955.0912015852102,107.889782283674
1160,NA,"[8503.00926680567, 1578.4028972164, 2555.92770109506]",aspiny,,593054951,Vip-IRES-Cre;Ai14-322776.04.02.01,,positive,Mus musculus,VISp,385,5,Vip-IRES-Cre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1161,NA,"[9848.44302200306, 1848.15346502285, 8911.00349584983]",aspiny,,510706277,Pvalb-IRES-Cre;Ai14-238302.03.01.01,,positive,Mus musculus,VISp,385,4,Pvalb-IRES-Cre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1162,intact,"[8876.18394612688, 1511.1278355668, 2577.59784215961]",spiny,,569710450,Rbp4-Cre_KL100;Ai14-299344.05.02.01,,positive,Mus musculus,VISp,385,5,Rbp4-Cre_KL100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1163,truncated,"[8976.63502144556, 1548.69943004388, 2428.01111991355]",spiny,,324053519,Rorb-IRES2-Cre-D;Ai14-172652.05.02.01,,positive,Mus musculus,VISp,385,4,Rorb-IRES2-Cre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1164,intact,"[320.0, 274.0, 102.0]",spiny,epilepsy,526714733,H16.03.005.01.06.01,full,,Homo Sapiens,TemL,12139,2,,76.7928437034363,,0.8160445121460269,0.600176048696804,71.8170731707317,0.978339135909473,,694328860.0,8.0,533.363816592804,full,41.0,87.0,5942.0,5.0,46.0,124.5275,446.5215617960599,587.448315501607,0.1144,0.1144,0.28,370.055047160679,False,3D Neuron Reconstruction morphology,7222.247824860649,13613.9058406209,2235.82240445491
1165,NA,"[8899.43208427477, 964.113168212983, 2779.4694681862]",aspiny,,485048967,Pvalb-IRES-Cre;Ai14-202466.04.02.01,,positive,Mus musculus,VISp,385,2/3,Pvalb-IRES-Cre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1166,truncated,"[72.0, 263.0, 103.0]",spiny,epilepsy,571427581,H17.06.005.12.10.02,,,Homo Sapiens,MTG,12141,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1167,intact,"[8161.12300428286, 1199.46745153009, 3213.61106663197]",spiny,,471143169,Rbp4-Cre_KL100;Ai14-180747.06.02.01,dendrite-only,positive,Mus musculus,VISp,385,5,Rbp4-Cre_KL100,67.6766227452549,,0.9019634255227171,0.689060363336705,62.4090909090909,0.806405615497612,,492413283.0,9.0,758.3121520699331,dendrite-only,22.0,52.0,3094.0,8.0,30.0,122.0556,823.865984425497,419.51907357731005,0.1144,0.1144,0.28,436.66515923981,False,3D Neuron Reconstruction morphology,3679.7346651352204,7952.54344832203,1542.83480877452
1168,NA,"[8640.57620175548, 750.286889009742, 8004.77237950101]",aspiny,,473974547,Htr3a-Cre_NO152;Ai14-182495.04.01.01,,positive,Mus musculus,VISp,385,2/3,Htr3a-Cre_NO152,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1169,NA,"[325.0, 257.0, 102.0]",aspiny,epilepsy,508400236,H16.06.004.01.13.01,,,Homo Sapiens,MTG,12141,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1170,NA,"[317.0, 266.0, 93.0]",aspiny,epilepsy,613468354,H17.03.009.11.11.09,full,,Homo Sapiens,MTG,12141,6,,85.0453518895628,,0.842159139198893,0.653105769457106,139.75,0.937951179578775,,667294513.0,4.0,638.8920782460599,full,6.0,14.0,1706.0,2.0,8.0,116.7141,683.956528511249,474.844620522546,0.1144,0.1144,0.28,394.472351753039,False,3D Neuron Reconstruction morphology,2042.4498143243802,4197.69472920757,771.2017450758791
1171,truncated,"[9135.23415845598, 2101.83524822709, 1893.10193094044]",spiny,,556926517,Ndnf-IRES2-dgCre;Ai14-280611.05.02.01,,positive,Mus musculus,VISli,312782574,5,Ndnf-IRES2-dgCre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1172,truncated,"[8400.0, 1159.87888014297, 2743.64239267272]",spiny,,313861934,Scnn1a-Tg3-Cre;Ai14-167073.06.02.01,,positive,Mus musculus,VISp,385,4,Scnn1a-Tg3-Cre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1173,intact,"[9025.0, 1332.87507608797, 8765.24113083309]",spiny,,483101699,Cux2-CreERT2;Ai14-198018.04.01.01,dendrite-only,positive,Mus musculus,VISp,385,4,Cux2-CreERT2,67.7797362644869,,0.90472071412211,0.22154492866187503,35.9848484848485,0.8245308964498299,,514351601.0,6.0,315.870599918264,dendrite-only,33.0,72.0,2483.0,6.0,39.0,34.16,385.017283861287,274.804401464996,0.1144,0.1144,0.28,89.78629525652659,False,3D Neuron Reconstruction morphology,2821.3861884077,1960.6123401906198,125.24408749836
1174,intact,"[8118.67725213427, 804.838319493191, 3527.16513400793]",spiny,,486756093,Cux2-CreERT2;Ai14-208111.05.02.01,,positive,Mus musculus,VISp,385,4,Cux2-CreERT2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1175,truncated,"[8813.53261801302, 1007.50904552829, 3778.68678747657]",spiny,,484659182,Rorb-IRES2-Cre-D;Ai14-201967.03.02.01,,negative,Mus musculus,VISp,385,5,Rorb-IRES2-Cre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1176,intact,"[325.0, 258.0, 104.0]",spiny,epilepsy,508380891,H16.06.004.02.02.03,,,Homo Sapiens,MTG,12141,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1177,NA,"[8090.30846195625, 1320.18868473037, 2850.87512288064]",sparsely spiny,,547344442,Nos1-CreERT2;Sst-IRES-FlpO;Ai65-271574.05.02.01,full,positive,Mus musculus,VISp,385,5,Nos1-CreERT2|Sst-IRES-FlpO,74.98104057408891,,0.868881835328354,0.5282626199226229,67.025,1.0,,566351095.0,4.0,319.773839710228,full,20.0,47.0,3111.0,7.0,27.0,136.5398,367.657946217846,502.65889568426496,0.1144,0.1144,0.28,441.543571857004,False,3D Neuron Reconstruction morphology,3737.78114498364,6218.31771432826,854.1416677092059
1178,NA,"[8780.00000000001, 675.041315442169, 7949.84297719553]",aspiny,,574914313,Htr3a-Cre_NO152;Ai14-306200.04.01.01,,positive,Mus musculus,VISp,385,2/3,Htr3a-Cre_NO152,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1179,NA,"[9419.34154504816, 1083.71220686644, 8421.35288006593]",aspiny,,464188580,Htr3a-Cre_NO152;Ai14-178910.03.01.01,dendrite-only,positive,Mus musculus,VISp,385,2/3,Htr3a-Cre_NO152,57.5816924743084,,0.880179939635558,0.149291870382703,28.225,0.9358722335634241,,491120333.0,4.0,152.147033261663,dendrite-only,20.0,44.0,1166.0,4.0,24.0,39.2392,192.823974499263,138.349862231062,0.1144,0.1144,0.28,63.727316623232404,False,3D Neuron Reconstruction morphology,1392.3825392838198,652.32482921327,22.325530211177803
1180,truncated,"[313.0, 280.0, 94.0]",spiny,epilepsy,569821470,H17.03.002.11.06.03,full,,Homo Sapiens,MTG,12141,5,,84.5448746095411,,0.8869840767877221,0.6635159178392529,76.5714285714286,0.986151210214293,,605218138.0,7.0,455.707336685175,full,28.0,63.0,4536.0,7.0,35.0,108.7733,592.128012886267,382.279594120225,0.1144,0.1144,0.28,577.877067998657,False,3D Neuron Reconstruction morphology,5323.79397158695,11113.0412530825,2023.2595754828199
1181,NA,"[9300.0, 1284.02391664194, 3194.5689294618]",sparsely spiny,,570089080,Pvalb-IRES-Cre;Ai14-299332.03.02.02,,positive,Mus musculus,VISp,385,5,Pvalb-IRES-Cre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1182,NA,"[8900.0, 1384.36235758685, 8083.37743873833]",aspiny,,570014498,Vip-IRES-Cre;Ai14-298228.04.01.01,,positive,Mus musculus,VISp,385,6a,Vip-IRES-Cre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183,NA,"[320.0, 274.0, 102.0]",aspiny,epilepsy,526734407,H16.03.005.01.04.04,full,,Homo Sapiens,TemL,12139,3,,65.2346390833216,,0.8713007419269541,0.8549880160806629,132.057142857143,0.947751724861653,,614429598.0,5.0,498.060339164472,full,18.0,42.0,4694.0,6.0,24.0,144.48,833.9618181892171,634.0348432242961,0.1144,0.1144,0.28,572.962617788796,False,3D Neuron Reconstruction morphology,6040.45164004728,17157.1496987023,4385.239341582071
1184,intact,"[9200.00000000001, 1415.25667941091, 8726.79860264681]",spiny,,571295641,Vipr2-IRES2-Cre;Ai14-302668.03.01.01,,positive,Mus musculus,VISp,385,4,Vipr2-IRES2-Cre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
